order_id,order_date,store_id,customer_type,order_amount,items_count,customer_rating
ORDNE01240101CC1F,2024-01-01,NE01,new,220.41,11,4
ORDNE01240101DE46,2024-01-01,NE01,returning,151.02,4,2
ORDNE01240101E268,2024-01-01,NE01,returning,326.64,6,2
ORDNE01240101AF8F,2024-01-01,NE01,returning,367.86,7,3
ORDNE01240101A34B,2024-01-01,NE01,returning,363.30,7,2
ORDNE012401016B63,2024-01-01,NE01,new,377.04,1,2
ORDNE01240101AEAA,2024-01-01,NE01,returning,229.06,4,1
ORDNE0124010184AD,2024-01-01,NE01,returning,27.27,6,4
ORDNE012401015FB4,2024-01-01,NE01,returning,498.43,2,5
ORDNE01240101F8E0,2024-01-01,NE01,returning,291.52,2,5
ORDNE012401017EA0,2024-01-01,NE01,returning,303.82,8,5
ORDNE01240101E25E,2024-01-01,NE01,new,106.05,9,3
ORDNE01240101BC01,2024-01-01,NE01,new,456.25,11,3
ORDNE0124010120BA,2024-01-01,NE01,returning,113.96,4,5
ORDNE012401015C55,2024-01-01,NE01,returning,328.82,10,3
ORDNE012401016577,2024-01-01,NE01,returning,128.45,1,2
ORDNE012401019D38,2024-01-01,NE01,returning,43.64,9,4
ORDNE012401011CB6,2024-01-01,NE01,returning,393.16,1,5
ORDNE012401013D8E,2024-01-01,NE01,returning,10.11,10,1
ORDNE01240101ECF6,2024-01-01,NE01,new,171.87,10,4
ORDNE012401014AFF,2024-01-01,NE01,returning,142.22,11,2
ORDNE012401011271,2024-01-01,NE01,new,375.13,3,5
ORDNE01240101C2A6,2024-01-01,NE01,returning,420.80,10,1
ORDNE012401019239,2024-01-01,NE01,returning,334.72,11,3
ORDNE0124010114D2,2024-01-01,NE01,new,293.38,10,4
ORDNE012401014F36,2024-01-01,NE01,returning,454.26,7,3
ORDNE012401010804,2024-01-01,NE01,returning,363.76,7,4
ORDNE01240101543F,2024-01-01,NE01,returning,33.02,2,4
ORDNE01240101022E,2024-01-01,NE01,returning,313.61,5,5
ORDNE012401016475,2024-01-01,NE01,returning,462.92,10,1
ORDNE01240101A90C,2024-01-01,NE01,returning,132.12,2,1
ORDNE012401015654,2024-01-01,NE01,new,161.29,2,1
ORDNE012401018A12,2024-01-01,NE01,new,22.41,11,4
ORDNE012401015055,2024-01-01,NE01,returning,35.11,5,2
ORDNE012401013F57,2024-01-01,NE01,returning,365.29,5,3
ORDNE012401019C28,2024-01-01,NE01,returning,50.06,11,3
ORDNE0124010169EE,2024-01-01,NE01,returning,423.23,4,3
ORDNE02240101BE85,2024-01-01,NE02,returning,430.78,8,1
ORDNE0224010170E7,2024-01-01,NE02,new,135.98,4,1
ORDNE022401014A92,2024-01-01,NE02,returning,145.82,7,4
ORDNE02240101B207,2024-01-01,NE02,new,224.21,4,1
ORDNE02240101A3F0,2024-01-01,NE02,new,64.46,9,2
ORDNE022401013CB2,2024-01-01,NE02,returning,161.93,9,3
ORDNE022401012F54,2024-01-01,NE02,returning,121.54,7,1
ORDNE02240101BA21,2024-01-01,NE02,returning,212.17,11,4
ORDNE02240101AE95,2024-01-01,NE02,new,469.79,6,3
ORDNE02240101CEA9,2024-01-01,NE02,new,174.09,4,4
ORDNE0224010170FF,2024-01-01,NE02,returning,345.12,7,5
ORDNE02240101699F,2024-01-01,NE02,new,412.20,12,4
ORDNE02240101F74D,2024-01-01,NE02,returning,480.30,11,1
ORDNE02240101C32D,2024-01-01,NE02,returning,460.48,12,2
ORDNE022401011CBD,2024-01-01,NE02,returning,37.50,4,3
ORDNE022401010097,2024-01-01,NE02,returning,16.39,12,4
ORDNE022401012A1F,2024-01-01,NE02,new,208.83,5,1
ORDNE022401019208,2024-01-01,NE02,returning,233.96,2,1
ORDNE0224010173DE,2024-01-01,NE02,returning,239.85,9,1
ORDNE022401014E6C,2024-01-01,NE02,returning,58.31,9,5
ORDNE02240101224A,2024-01-01,NE02,returning,260.07,11,1
ORDNE022401018271,2024-01-01,NE02,returning,165.69,5,1
ORDNE022401014D3F,2024-01-01,NE02,returning,135.59,1,4
ORDSE012401012215,2024-01-01,SE01,new,487.25,5,5
ORDSE01240101560C,2024-01-01,SE01,returning,69.02,8,3
ORDSE01240101DC90,2024-01-01,SE01,new,432.22,2,1
ORDSE01240101839D,2024-01-01,SE01,new,246.27,7,5
ORDSE0124010130D2,2024-01-01,SE01,returning,430.80,9,2
ORDSE012401013F7D,2024-01-01,SE01,returning,273.14,1,5
ORDSE01240101E187,2024-01-01,SE01,new,282.86,11,1
ORDSE01240101FE5A,2024-01-01,SE01,returning,23.02,2,3
ORDSE01240101180D,2024-01-01,SE01,returning,310.18,9,1
ORDSE01240101348D,2024-01-01,SE01,new,257.37,2,1
ORDSE012401016E82,2024-01-01,SE01,returning,157.49,5,3
ORDSE012401010F90,2024-01-01,SE01,new,328.23,8,3
ORDSE012401016503,2024-01-01,SE01,returning,150.36,12,5
ORDSE0124010185D6,2024-01-01,SE01,new,24.95,12,5
ORDSE0124010111B7,2024-01-01,SE01,new,23.02,2,1
ORDSE01240101CE2B,2024-01-01,SE01,new,209.16,12,5
ORDSE01240101D306,2024-01-01,SE01,returning,485.72,10,1
ORDSE012401016D10,2024-01-01,SE01,returning,52.86,10,3
ORDSE012401010059,2024-01-01,SE01,new,274.76,11,1
ORDSE012401018D86,2024-01-01,SE01,new,438.44,3,4
ORDSE012401014354,2024-01-01,SE01,new,289.85,6,1
ORDSE012401019C54,2024-01-01,SE01,new,394.83,7,2
ORDSE01240101DEFA,2024-01-01,SE01,returning,265.91,3,3
ORDSE012401010515,2024-01-01,SE01,new,234.66,7,2
ORDSE02240101EFEA,2024-01-01,SE02,returning,179.74,1,2
ORDSE02240101101D,2024-01-01,SE02,returning,362.86,12,5
ORDSE022401016788,2024-01-01,SE02,returning,127.02,4,2
ORDSE022401014006,2024-01-01,SE02,new,41.62,1,5
ORDSE022401019D18,2024-01-01,SE02,returning,27.77,1,4
ORDSE02240101A0F9,2024-01-01,SE02,new,418.65,8,1
ORDSE02240101C9AC,2024-01-01,SE02,returning,177.65,4,5
ORDSE02240101178E,2024-01-01,SE02,new,350.27,2,4
ORDSE0224010159F8,2024-01-01,SE02,new,466.04,6,3
ORDSE0224010179C4,2024-01-01,SE02,returning,146.97,6,2
ORDSE022401014FE0,2024-01-01,SE02,new,84.50,11,1
