order_id,order_date,store_id,customer_type,order_amount,items_count,customer_rating
ORDNE0124010520B9,2024-01-05,NE01,returning,494.31,1,3
ORDNE01240105CA3F,2024-01-05,NE01,returning,131.47,9,1
ORDNE01240105593F,2024-01-05,NE01,returning,363.94,2,5
ORDNE01240105CAF6,2024-01-05,NE01,new,456.06,1,5
ORDNE01240105FE3C,2024-01-05,NE01,new,398.71,1,3
ORDNE0124010573B6,2024-01-05,NE01,new,284.97,2,1
ORDNE0124010592E5,2024-01-05,NE01,returning,279.78,11,4
ORDNE01240105AAA8,2024-01-05,NE01,returning,403.55,2,2
ORDNE012401059B82,2024-01-05,NE01,returning,497.11,10,4
ORDNE012401056366,2024-01-05,NE01,new,72.73,4,5
ORDNE01240105FCF8,2024-01-05,NE01,returning,11.08,2,1
ORDNE012401053143,2024-01-05,NE01,new,426.12,1,4
ORDNE01240105B17D,2024-01-05,NE01,returning,401.98,11,3
ORDNE012401058E94,2024-01-05,NE01,returning,123.84,1,5
ORDNE012401058ECB,2024-01-05,NE01,returning,184.63,11,4
ORDNE012401054A80,2024-01-05,NE01,new,452.90,9,4
ORDNE01240105BBC1,2024-01-05,NE01,returning,61.70,3,3
ORDNE012401054A81,2024-01-05,NE01,new,43.97,10,4
ORDNE012401054B07,2024-01-05,NE01,new,455.90,12,1
ORDNE01240105786A,2024-01-05,NE01,new,450.97,3,3
ORDNE012401057EFC,2024-01-05,NE01,new,99.30,7,2
ORDNE01240105CA41,2024-01-05,NE01,new,365.38,7,4
ORDNE012401058A81,2024-01-05,NE01,returning,271.17,9,2
ORDNE01240105D686,2024-01-05,NE01,new,25.60,7,2
ORDNE012401054B0B,2024-01-05,NE01,new,367.72,9,1
ORDNE012401053884,2024-01-05,NE01,returning,152.91,6,5
ORDNE01240105882B,2024-01-05,NE01,returning,358.51,7,4
ORDNE01240105A458,2024-01-05,NE01,returning,456.31,6,1
ORDNE01240105AB5D,2024-01-05,NE01,new,230.88,12,3
ORDNE01240105B821,2024-01-05,NE01,returning,306.57,10,1
ORDNE01240105F535,2024-01-05,NE01,returning,440.54,2,3
ORDNE012401059EE5,2024-01-05,NE01,returning,34.67,1,4
ORDNE0124010510DC,2024-01-05,NE01,new,38.57,12,3
ORDNE01240105B556,2024-01-05,NE01,returning,22.16,1,5
ORDNE0124010503F3,2024-01-05,NE01,returning,432.29,12,4
ORDNE01240105B258,2024-01-05,NE01,new,64.06,10,5
ORDNE01240105AE6B,2024-01-05,NE01,returning,60.47,5,3
ORDNE012401052AE0,2024-01-05,NE01,returning,43.90,4,1
ORDNE012401053D37,2024-01-05,NE01,returning,208.51,4,5
ORDNE01240105FA9D,2024-01-05,NE01,returning,159.87,11,5
ORDNE012401053ABF,2024-01-05,NE01,returning,96.99,5,5
ORDNE01240105B6F1,2024-01-05,NE01,returning,438.95,12,5
ORDNE02240105F1F4,2024-01-05,NE02,returning,230.37,2,5
ORDNE0224010569C6,2024-01-05,NE02,returning,483.15,6,3
ORDNE0224010586D7,2024-01-05,NE02,new,128.71,6,2
ORDNE02240105ADB1,2024-01-05,NE02,new,491.92,6,2
ORDNE022401053130,2024-01-05,NE02,returning,159.47,2,2
ORDNE02240105F90B,2024-01-05,NE02,returning,448.31,4,2
ORDNE022401055E1B,2024-01-05,NE02,returning,78.49,3,5
ORDNE022401055ECB,2024-01-05,NE02,new,497.91,10,3
ORDNE02240105D95F,2024-01-05,NE02,returning,392.86,5,1
ORDNE022401053F09,2024-01-05,NE02,returning,121.98,8,2
ORDNE022401055AF3,2024-01-05,NE02,new,452.55,1,4
ORDNE022401057460,2024-01-05,NE02,new,333.70,10,2
ORDNE02240105857D,2024-01-05,NE02,returning,377.64,4,3
ORDNE02240105A2E7,2024-01-05,NE02,returning,309.20,1,3
ORDNE02240105DC00,2024-01-05,NE02,returning,375.57,7,5
ORDNE02240105A0C2,2024-01-05,NE02,returning,116.72,7,1
ORDNE022401055D60,2024-01-05,NE02,returning,86.24,2,5
ORDNE022401054993,2024-01-05,NE02,new,402.68,3,5
ORDNE02240105EE5E,2024-01-05,NE02,returning,302.48,12,4
ORDNE02240105501E,2024-01-05,NE02,returning,481.10,11,5
ORDNE022401057ACB,2024-01-05,NE02,returning,375.42,12,4
ORDNE0224010542DD,2024-01-05,NE02,returning,111.96,11,5
ORDNE022401053E94,2024-01-05,NE02,new,367.91,10,4
ORDNE0224010502C2,2024-01-05,NE02,returning,283.57,8,4
ORDNE0224010522E6,2024-01-05,NE02,returning,432.13,8,3
ORDNE022401050E0F,2024-01-05,NE02,returning,361.15,5,4
ORDNE02240105B14F,2024-01-05,NE02,new,272.82,9,5
ORDNE02240105B114,2024-01-05,NE02,returning,299.78,12,5
ORDNE022401053BC0,2024-01-05,NE02,returning,385.31,5,4
ORDNE02240105BA03,2024-01-05,NE02,returning,359.59,4,1
ORDNE02240105EC2E,2024-01-05,NE02,returning,304.13,7,4
ORDNE02240105DC35,2024-01-05,NE02,returning,175.95,2,3
ORDNE02240105F168,2024-01-05,NE02,new,113.46,3,5
ORDNE022401050BB2,2024-01-05,NE02,returning,453.67,5,5
ORDNE022401059CC4,2024-01-05,NE02,returning,395.34,2,4
ORDNE022401053CFF,2024-01-05,NE02,returning,230.39,6,1
ORDNE02240105806A,2024-01-05,NE02,new,395.87,11,1
ORDNE02240105DC03,2024-01-05,NE02,returning,381.70,7,5
ORDNE022401056E8A,2024-01-05,NE02,new,100.81,3,4
ORDNE022401051D59,2024-01-05,NE02,returning,432.85,4,4
ORDNE02240105B9EC,2024-01-05,NE02,returning,447.37,7,3
ORDNE02240105C14D,2024-01-05,NE02,returning,150.40,12,4
ORDNE022401053409,2024-01-05,NE02,returning,457.86,8,1
ORDNE02240105758C,2024-01-05,NE02,returning,332.54,5,2
ORDNE0224010560EC,2024-01-05,NE02,returning,340.17,7,5
ORDNE022401056556,2024-01-05,NE02,new,193.02,6,3
ORDSE012401052F69,2024-01-05,SE01,returning,82.83,3,4
ORDSE01240105BDB3,2024-01-05,SE01,new,239.45,5,5
ORDSE012401055845,2024-01-05,SE01,new,333.45,12,3
ORDSE01240105E5C3,2024-01-05,SE01,new,26.09,11,2
ORDSE012401056ACA,2024-01-05,SE01,returning,467.69,6,3
ORDSE012401055C19,2024-01-05,SE01,returning,404.34,2,1
ORDSE0124010589D2,2024-01-05,SE01,returning,260.91,8,4
